SYMBOL	interaction	target	Neighbourhood
CPAMD8	pp	C2	Cytosol
CPEB2	pp	C2	Cytosol
CPEB3	pp	C2	Cytosol
CPNE8	pp	C2	Cytosol
CROCC	pp	C2	Cytosol
CRYBG3	pp	C2	Cytosol
CRYL1	pp	C2	Cytosol
CSDE1	pp	C2	Cytosol
CTC1	pp	C2	Cytosol
CTF1	pp	C2	Cytosol
CTU1	pp	C2	Cytosol
CUEDC1	pp	C2	Cytosol
CUL1	pp	C2	Cytosol
CUL2	pp	C2	Cytosol
CUL3	pp	C2	Cytosol
CUL4A	pp	C2	Cytosol
CUL4B	pp	C2	Cytosol
CUL5	pp	C2	Cytosol
CYLD	pp	C2	Cytosol
CYTH1	pp	C2	Cytosol
CYTH2	pp	C2	Cytosol
CYTH3	pp	C2	Cytosol
DAB2IP	pp	C2	Cytosol
DALRD3	pp	C2	Cytosol
DCAF10	pp	C2	Cytosol
DCAF11	pp	C2	Cytosol
DCAF7	pp	C2	Cytosol
DCAF8L2	pp	C2	Cytosol
DCLK2	pp	C2	Cytosol
DDX11	pp	C2	Cytosol
DENND4B	pp	C2	Cytosol
DENND5A	pp	C2	Cytosol
DENND5B	pp	C2	Cytosol
DENND6A	pp	C2	Cytosol
DEPDC5	pp	C2	Cytosol
DEPTOR	pp	C2	Cytosol
DFNB31	pp	C2	Cytosol
DGKD	pp	C2	Cytosol
DHX32	pp	C2	Cytosol
DHX58	pp	C2	Cytosol
DIAPH3	pp	C2	Cytosol
DIP2A	pp	C2	Cytosol
DIP2B	pp	C2	Cytosol
DIP2C	pp	C2	Cytosol
DIS3L	pp	C2	Cytosol
DLG4	pp	C2	Cytosol
DMTN	pp	C2	Cytosol
DNA2	pp	C2	Cytosol
DNAJA1	pp	C2	Cytosol
DNAJA2	pp	C2	Cytosol
DNAJB5	pp	C2	Cytosol
DNAJC6	pp	C2	Cytosol
DOCK4	pp	C2	Cytosol
DOCK5	pp	C2	Cytosol
DPP10	pp	C2	Cytosol
DSCR3	pp	C2	Cytosol
DTNBP1	pp	C2	Cytosol
DTX3	pp	C2	Cytosol
DTX3L	pp	C2	Cytosol
DUS2	pp	C2	Cytosol
DUSP10	pp	C2	Cytosol
DUSP14	pp	C2	Cytosol
DUSP4	pp	C2	Cytosol
DVL3	pp	C2	Cytosol
DYNLL1	pp	C2	Cytosol
DYNLL2	pp	C2	Cytosol
DYRK1A	pp	C2	Cytosol
DYRK1B	pp	C2	Cytosol
DYX1C1	pp	C2	Cytosol
DZANK1	pp	C2	Cytosol
E2F4	pp	C2	Cytosol
ECHDC1	pp	C2	Cytosol
EDC3	pp	C2	Cytosol
EDRF1	pp	C2	Cytosol
EEF1D	pp	C2	Cytosol
EEF1G	pp	C2	Cytosol
EGLN3	pp	C2	Cytosol
EHD2	pp	C2	Cytosol
EHD3	pp	C2	Cytosol
EIF1AY	pp	C2	Cytosol
EIF2A	pp	C2	Cytosol
EIF2S1	pp	C2	Cytosol
EIF3B	pp	C2	Cytosol
EIF4A1	pp	C2	Cytosol
EIF4A2	pp	C2	Cytosol
EIF4E	pp	C2	Cytosol
EIF4ENIF1	pp	C2	Cytosol
EIF4G1	pp	C2	Cytosol
EIF4G3	pp	C2	Cytosol
EIF5B	pp	C2	Cytosol
EML3	pp	C2	Cytosol
EML5	pp	C2	Cytosol
EPHX2	pp	C2	Cytosol
EPN1	pp	C2	Cytosol
EPPK1	pp	C2	Cytosol
EPS15	pp	C2	Cytosol
EPS8L1	pp	C2	Cytosol
EPS8L3	pp	C2	Cytosol
ESPL1	pp	C2	Cytosol
ESRP1	pp	C2	Cytosol
ETV4	pp	C2	Cytosol
EVI5	pp	C2	Cytosol
EXOC2	pp	C2	Cytosol
EXOC3	pp	C2	Cytosol
EXOC4	pp	C2	Cytosol
EXOC5	pp	C2	Cytosol
EXOC6	pp	C2	Cytosol
EXOC6B	pp	C2	Cytosol
EXOC7	pp	C2	Cytosol
EXOC8	pp	C2	Cytosol
EYA2	pp	C2	Cytosol
EYA4	pp	C2	Cytosol
FAF1	pp	C2	Cytosol
FAM102A	pp	C2	Cytosol
FAM110A	pp	C2	Cytosol
FAM115C	pp	C2	Cytosol
FAM118A	pp	C2	Cytosol
FAM120B	pp	C2	Cytosol
FAM127C	pp	C2	Cytosol
FAM151B	pp	C2	Cytosol
FAM155A	pp	C2	Cytosol
FAM160A2	pp	C2	Cytosol
FAM160B2	pp	C2	Cytosol
FAM195A	pp	C2	Cytosol
FAM195B	pp	C2	Cytosol
FAM45A	pp	C2	Cytosol
FAM83D	pp	C2	Cytosol
FAM84A	pp	C2	Cytosol
FAM91A1	pp	C2	Cytosol
FANCA	pp	C2	Cytosol
FANCC	pp	C2	Cytosol
FANCE	pp	C2	Cytosol
FANCG	pp	C2	Cytosol
FBP2	pp	C2	Cytosol
FBRSL1	pp	C2	Cytosol
FBXL3	pp	C2	Cytosol
FBXO10	pp	C2	Cytosol
FBXO21	pp	C2	Cytosol
FBXO31	pp	C2	Cytosol
FBXO44	pp	C2	Cytosol
FBXW5	pp	C2	Cytosol
FCHO1	pp	C2	Cytosol
FCHO2	pp	C2	Cytosol
FCHSD2	pp	C2	Cytosol
FEM1B	pp	C2	Cytosol
FEM1C	pp	C2	Cytosol
FGB	pp	C2	Cytosol
FGD1	pp	C2	Cytosol
FGFR1OP	pp	C2	Cytosol
FHIT	pp	C2	Cytosol
FHL2	pp	C2	Cytosol
FIG4	pp	C2	Cytosol
FKBP15	pp	C2	Cytosol
FLAD1	pp	C2	Cytosol
FLII	pp	C2	Cytosol
FOXO1	pp	C2	Cytosol
FOXP2	pp	C2	Cytosol
FRMD4A	pp	C2	Cytosol
FRMD4B	pp	C2	Cytosol
FYCO1	pp	C2	Cytosol
GAB1	pp	C2	Cytosol
GADD45B	pp	C2	Cytosol
GAK	pp	C2	Cytosol
GAS2L1	pp	C2	Cytosol
GBP3	pp	C2	Cytosol
GBP7	pp	C2	Cytosol
GCH1	pp	C2	Cytosol
GET4	pp	C2	Cytosol
GFOD1	pp	C2	Cytosol
GFOD2	pp	C2	Cytosol
GGA1	pp	C2	Cytosol
GGA2	pp	C2	Cytosol
GGA3	pp	C2	Cytosol
GID8	pp	C2	Cytosol
GIGYF1	pp	C2	Cytosol
GIPC1	pp	C2	Cytosol
GIT2	pp	C2	Cytosol
GLB1L	pp	C2	Cytosol
GMIP	pp	C2	Cytosol
GPD1	pp	C2	Cytosol
GPS1	pp	C2	Cytosol
GRB7	pp	C2	Cytosol
GREB1	pp	C2	Cytosol
GRIP1	pp	C2	Cytosol
GRK5	pp	C2	Cytosol
GUCY1A2	pp	C2	Cytosol
HABP2	pp	C2	Cytosol
HAGHL	pp	C2	Cytosol
HDAC5	pp	C2	Cytosol
HDAC7	pp	C2	Cytosol
HEATR5B	pp	C2	Cytosol
HGS	pp	C2	Cytosol
HIF1AN	pp	C2	Cytosol
HIP1R	pp	C2	Cytosol
HIPK3	pp	C2	Cytosol
HIVEP2	pp	C2	Cytosol
HMMR	pp	C2	Cytosol
HOMER2	pp	C2	Cytosol
HOMER3	pp	C2	Cytosol
HOOK2	pp	C2	Cytosol
HORMAD1	pp	C2	Cytosol
HOXD13	pp	C2	Cytosol
HPCAL1	pp	C2	Cytosol
HPS1	pp	C2	Cytosol
HRSP12	pp	C2	Cytosol
HSH2D	pp	C2	Cytosol
HSPA12A	pp	C2	Cytosol
HSPA2	pp	C2	Cytosol
HSPA6	pp	C2	Cytosol
HSPA8	pp	C2	Cytosol
HUWE1	pp	C2	Cytosol
IER5	pp	C2	Cytosol
IFT140	pp	C2	Cytosol
IFT172	pp	C2	Cytosol
IFT52	pp	C2	Cytosol
IFT74	pp	C2	Cytosol
INPP5B	pp	C2	Cytosol
IPMK	pp	C2	Cytosol
IPO8	pp	C2	Cytosol
IQGAP1	pp	C2	Cytosol
IQGAP2	pp	C2	Cytosol
IQGAP3	pp	C2	Cytosol
IRF7	pp	C2	Cytosol
IRS2	pp	C2	Cytosol
ISOC1	pp	C2	Cytosol
ITCH	pp	C2	Cytosol
ITPKA	pp	C2	Cytosol
ITPKB	pp	C2	Cytosol
ITSN1	pp	C2	Cytosol
JMY	pp	C2	Cytosol
KANK3	pp	C2	Cytosol
KAZN	pp	C2	Cytosol
KBTBD8	pp	C2	Cytosol
KCNJ15	pp	C2	Cytosol
KCTD17	pp	C2	Cytosol
KCTD2	pp	C2	Cytosol
KCTD3	pp	C2	Cytosol
KCTD5	pp	C2	Cytosol
KIAA0586	pp	C2	Cytosol
KIAA1217	pp	C2	Cytosol
KIF21B	pp	C2	Cytosol
KIF27	pp	C2	Cytosol
KIF3C	pp	C2	Cytosol
KIF7	pp	C2	Cytosol
KIFC2	pp	C2	Cytosol
KLHDC10	pp	C2	Cytosol
KLHL1	pp	C2	Cytosol
KLHL13	pp	C2	Cytosol
KLHL17	pp	C2	Cytosol
KLHL2	pp	C2	Cytosol
KLHL20	pp	C2	Cytosol
KLHL21	pp	C2	Cytosol
KLHL22	pp	C2	Cytosol
KLHL23	pp	C2	Cytosol
KLHL24	pp	C2	Cytosol
KLHL28	pp	C2	Cytosol
KLHL5	pp	C2	Cytosol
KNSTRN	pp	C2	Cytosol
KPNA1	pp	C2	Cytosol
KPNA3	pp	C2	Cytosol
KPNA4	pp	C2	Cytosol
KPNA5	pp	C2	Cytosol
KPNA6	pp	C2	Cytosol
KPTN	pp	C2	Cytosol
KRT26	pp	C2	Cytosol
KRT80	pp	C2	Cytosol
LACTB2	pp	C2	Cytosol
LDOC1	pp	C2	Cytosol
LIMK2	pp	C2	Cytosol
LNX2	pp	C2	Cytosol
LONRF2	pp	C2	Cytosol
LPAR5	pp	C2	Cytosol
LRBA	pp	C2	Cytosol
LRCH2	pp	C2	Cytosol
LRCH3	pp	C2	Cytosol
LRRC45	pp	C2	Cytosol
LRRFIP2	pp	C2	Cytosol
LRRK1	pp	C2	Cytosol
LSM7	pp	C2	Cytosol
LSP1	pp	C2	Cytosol
LTN1	pp	C2	Cytosol
LURAP1L	pp	C2	Cytosol
LZTR1	pp	C2	Cytosol
MACF1	pp	C2	Cytosol
MAGI3	pp	C2	Cytosol
MAP10	pp	C2	Cytosol
MAP1S	pp	C2	Cytosol
MAP2	pp	C2	Cytosol
MAP4K3	pp	C2	Cytosol
MAP7D2	pp	C2	Cytosol
MAPK8IP3	pp	C2	Cytosol
MAPKAPK5	pp	C2	Cytosol
MARCH3	pp	C2	Cytosol
MAST4	pp	C2	Cytosol
MB21D2	pp	C2	Cytosol
MCM8	pp	C2	Cytosol
METTL25	pp	C2	Cytosol
MEX3C	pp	C2	Cytosol
MIB2	pp	C2	Cytosol
MICAL3	pp	C2	Cytosol
MICALL1	pp	C2	Cytosol
MID2	pp	C2	Cytosol
MITD1	pp	C2	Cytosol
MKLN1	pp	C2	Cytosol
MMADHC	pp	C2	Cytosol
MNS1	pp	C2	Cytosol
MOAP1	pp	C2	Cytosol
MOB3C	pp	C2	Cytosol
MPP1	pp	C2	Cytosol
MPST	pp	C2	Cytosol
MRFAP1L1	pp	C2	Cytosol
MROH1	pp	C2	Cytosol
MSRA	pp	C2	Cytosol
MSRB3	pp	C2	Cytosol
MTMR1	pp	C2	Cytosol
MTMR10	pp	C2	Cytosol
MTSS1	pp	C2	Cytosol
MYCBP	pp	C2	Cytosol
MYH10	pp	C2	Cytosol
MYH14	pp	C2	Cytosol
MYH15	pp	C2	Cytosol
MYL6	pp	C2	Cytosol
NAA11	pp	C2	Cytosol
NAA16	pp	C2	Cytosol
NAA35	pp	C2	Cytosol
NARF	pp	C2	Cytosol
NAV1	pp	C2	Cytosol
NAV2	pp	C2	Cytosol
NAV3	pp	C2	Cytosol
NBEAL1	pp	C2	Cytosol
NCK2	pp	C2	Cytosol
NCKAP5L	pp	C2	Cytosol
NDE1	pp	C2	Cytosol
NDEL1	pp	C2	Cytosol
NF1	pp	C2	Cytosol
NGLY1	pp	C2	Cytosol
NHEJ1	pp	C2	Cytosol
NHSL1	pp	C2	Cytosol
NKX2-8	pp	C2	Cytosol
NLRC5	pp	C2	Cytosol
NMD3	pp	C2	Cytosol
NMT2	pp	C2	Cytosol
NPHP1	pp	C2	Cytosol
NPM2	pp	C2	Cytosol
NPRL2	pp	C2	Cytosol
NPRL3	pp	C2	Cytosol
NR1D1	pp	C2	Cytosol
NR3C1	pp	C2	Cytosol
NRBF2	pp	C2	Cytosol
NRIP3	pp	C2	Cytosol
NTPCR	pp	C2	Cytosol
NUAK2	pp	C2	Cytosol
NUDT9	pp	C2	Cytosol
OCRL	pp	C2	Cytosol
OGT	pp	C2	Cytosol
OPHN1	pp	C2	Cytosol
OSBP2	pp	C2	Cytosol
OSBPL6	pp	C2	Cytosol
OSBPL7	pp	C2	Cytosol
OSER1	pp	C2	Cytosol
OSGIN2	pp	C2	Cytosol
OTUD4	pp	C2	Cytosol
PA2G4	pp	C2	Cytosol
PACRGL	pp	C2	Cytosol
PADI1	pp	C2	Cytosol
PAK4	pp	C2	Cytosol
PAN2	pp	C2	Cytosol
PARD3	pp	C2	Cytosol
PARD3B	pp	C2	Cytosol
PARG	pp	C2	Cytosol
PARP14	pp	C2	Cytosol
PARP3	pp	C2	Cytosol
PBX4	pp	C2	Cytosol
PCBP2	pp	C2	Cytosol
PCDHGA11	pp	C2	Cytosol
PCMTD2	pp	C2	Cytosol
PDCD2	pp	C2	Cytosol
PDDC1	pp	C2	Cytosol
PDE12	pp	C2	Cytosol
PDE4DIP	pp	C2	Cytosol
PDE9A	pp	C2	Cytosol
PDRG1	pp	C2	Cytosol
PDXDC1	pp	C2	Cytosol
PELI2	pp	C2	Cytosol
PER3	pp	C2	Cytosol
PFKFB4	pp	C2	Cytosol
PGLYRP2	pp	C2	Cytosol
PHACTR4	pp	C2	Cytosol
PHLDB3	pp	C2	Cytosol
PHLPP1	pp	C2	Cytosol
PHLPP2	pp	C2	Cytosol
PID1	pp	C2	Cytosol
PIH1D1	pp	C2	Cytosol
PIK3C3	pp	C2	Cytosol
PIK3CD	pp	C2	Cytosol
PIK3R4	pp	C2	Cytosol
PIKFYVE	pp	C2	Cytosol
PIM3	pp	C2	Cytosol
PIP4K2A	pp	C2	Cytosol
PIP4K2B	pp	C2	Cytosol
PITX1	pp	C2	Cytosol
PJA1	pp	C2	Cytosol
PLCB1	pp	C2	Cytosol
PLCB3	pp	C2	Cytosol
PLCG1	pp	C2	Cytosol
PLEK2	pp	C2	Cytosol
PLEKHA2	pp	C2	Cytosol
PLEKHA7	pp	C2	Cytosol
PLEKHG4	pp	C2	Cytosol
PLEKHO2	pp	C2	Cytosol
PLS1	pp	C2	Cytosol
PLSCR4	pp	C2	Cytosol
PODN	pp	C2	Cytosol
POLI	pp	C2	Cytosol
POTEI	pp	C2	Cytosol
POTEJ	pp	C2	Cytosol
PPARGC1B	pp	C2	Cytosol
PPFIA1	pp	C2	Cytosol
PPFIA2	pp	C2	Cytosol
PPFIA3	pp	C2	Cytosol
PPFIBP2	pp	C2	Cytosol
PPIL1	pp	C2	Cytosol
PPM1J	pp	C2	Cytosol
PPP1CB	pp	C2	Cytosol
PPP1R12A	pp	C2	Cytosol
PPP1R13L	pp	C2	Cytosol
PPP1R15A	pp	C2	Cytosol
PPP1R21	pp	C2	Cytosol
PPP1R37	pp	C2	Cytosol
PPP2R2C	pp	C2	Cytosol
PPP2R3C	pp	C2	Cytosol
PPP2R5B	pp	C2	Cytosol
PPP2R5C	pp	C2	Cytosol
PPP3CA	pp	C2	Cytosol
PPP3CC	pp	C2	Cytosol
PRKACA	pp	C2	Cytosol
PRKACB	pp	C2	Cytosol
PRKAR1A	pp	C2	Cytosol
PRKAR1B	pp	C2	Cytosol
PRKAR2A	pp	C2	Cytosol
PRKAR2B	pp	C2	Cytosol
PRMT10	pp	C2	Cytosol
PRMT5	pp	C2	Cytosol
PSD3	pp	C2	Cytosol
PSD4	pp	C2	Cytosol
PSRC1	pp	C2	Cytosol
PTOV1	pp	C2	Cytosol
PTP4A2	pp	C2	Cytosol
PTPN14	pp	C2	Cytosol
PTPN18	pp	C2	Cytosol
PTPN9	pp	C2	Cytosol
PYCRL	pp	C2	Cytosol
R3HDM2	pp	C2	Cytosol
RAB40B	pp	C2	Cytosol
RABL5	pp	C2	Cytosol
RAD51	pp	C2	Cytosol
RALGAPA1	pp	C2	Cytosol
RALGAPA2	pp	C2	Cytosol
RALGDS	pp	C2	Cytosol
RALGPS1	pp	C2	Cytosol
RANGAP1	pp	C2	Cytosol
RAPGEF3	pp	C2	Cytosol
RARRES3	pp	C2	Cytosol
RASA2	pp	C2	Cytosol
RASAL2	pp	C2	Cytosol
RASSF3	pp	C2	Cytosol
RASSF4	pp	C2	Cytosol
RASSF5	pp	C2	Cytosol
RASSF7	pp	C2	Cytosol
RASSF8	pp	C2	Cytosol
RBPMS	pp	C2	Cytosol
RBX1	pp	C2	Cytosol
RDX	pp	C2	Cytosol
REPS2	pp	C2	Cytosol
RFXANK	pp	C2	Cytosol
RGP1	pp	C2	Cytosol
RGS2	pp	C2	Cytosol
RGS4	pp	C2	Cytosol
RIBC1	pp	C2	Cytosol
RILP	pp	C2	Cytosol
RIMS3	pp	C2	Cytosol
RIOK1	pp	C2	Cytosol
RIPK4	pp	C2	Cytosol
RIT1	pp	C2	Cytosol
RNASEH2A	pp	C2	Cytosol
RNF166	pp	C2	Cytosol
RNF187	pp	C2	Cytosol
RNF34	pp	C2	Cytosol
RNF7	pp	C2	Cytosol
RNLS	pp	C2	Cytosol
RPAP3	pp	C2	Cytosol
RPS6KC1	pp	C2	Cytosol
RSPH1	pp	C2	Cytosol
RTKN2	pp	C2	Cytosol
RTTN	pp	C2	Cytosol
RUFY3	pp	C2	Cytosol
SACS	pp	C2	Cytosol
SAMD15	pp	C2	Cytosol
SAMD9	pp	C2	Cytosol
SAPCD2	pp	C2	Cytosol
SCLT1	pp	C2	Cytosol
SDCBP2	pp	C2	Cytosol
SDCCAG8	pp	C2	Cytosol
SEC16A	pp	C2	Cytosol
SEC23B	pp	C2	Cytosol
SEC24C	pp	C2	Cytosol
SEC24D	pp	C2	Cytosol
SELENBP1	pp	C2	Cytosol
SELL	pp	C2	Cytosol
SERPINB9	pp	C2	Cytosol
SERPINF1	pp	C2	Cytosol
SESN2	pp	C2	Cytosol
SESTD1	pp	C2	Cytosol
SETD3	pp	C2	Cytosol
SETD4	pp	C2	Cytosol
SH2B1	pp	C2	Cytosol
SH3YL1	pp	C2	Cytosol
SHCBP1	pp	C2	Cytosol
SHKBP1	pp	C2	Cytosol
SIK1	pp	C2	Cytosol
SIK2	pp	C2	Cytosol
SIPA1	pp	C2	Cytosol
SIRT5	pp	C2	Cytosol
SLAIN2	pp	C2	Cytosol
SLC38A8	pp	C2	Cytosol
SLC7A7	pp	C2	Cytosol
SLC9A3R1	pp	C2	Cytosol
SMAD1	pp	C2	Cytosol
SMAD3	pp	C2	Cytosol
SMAD5	pp	C2	Cytosol
SMC2	pp	C2	Cytosol
SMC4	pp	C2	Cytosol
SMG5	pp	C2	Cytosol
SMG7	pp	C2	Cytosol
SMG9	pp	C2	Cytosol
SMUG1	pp	C2	Cytosol
SNAPIN	pp	C2	Cytosol
SNRK	pp	C2	Cytosol
SNTA1	pp	C2	Cytosol
SNX15	pp	C2	Cytosol
SNX21	pp	C2	Cytosol
SNX3	pp	C2	Cytosol
SNX33	pp	C2	Cytosol
SNX9	pp	C2	Cytosol
SOCS3	pp	C2	Cytosol
SOCS6	pp	C2	Cytosol
SOS2	pp	C2	Cytosol
SOWAHB	pp	C2	Cytosol
SPAG5	pp	C2	Cytosol
SPATA24	pp	C2	Cytosol
SPR	pp	C2	Cytosol
SPSB2	pp	C2	Cytosol
SRP19	pp	C2	Cytosol
SRP54	pp	C2	Cytosol
SRP68	pp	C2	Cytosol
SRP72	pp	C2	Cytosol
ST8SIA3	pp	C2	Cytosol
STAM	pp	C2	Cytosol
STAM2	pp	C2	Cytosol
STARD4	pp	C2	Cytosol
STIL	pp	C2	Cytosol
STK36	pp	C2	Cytosol
STRA13	pp	C2	Cytosol
STRIP1	pp	C2	Cytosol
STRIP2	pp	C2	Cytosol
STRN	pp	C2	Cytosol
STRN3	pp	C2	Cytosol
STRN4	pp	C2	Cytosol
STUB1	pp	C2	Cytosol
STXBP5	pp	C2	Cytosol
STXBP5L	pp	C2	Cytosol
STYXL1	pp	C2	Cytosol
SUFU	pp	C2	Cytosol
SWSAP1	pp	C2	Cytosol
SYDE2	pp	C2	Cytosol
SYNJ1	pp	C2	Cytosol
SYNRG	pp	C2	Cytosol
SZRD1	pp	C2	Cytosol
SZT2	pp	C2	Cytosol
TAF7	pp	C2	Cytosol
TAF9	pp	C2	Cytosol
TANC1	pp	C2	Cytosol
TANC2	pp	C2	Cytosol
TAOK1	pp	C2	Cytosol
TAOK3	pp	C2	Cytosol
TBC1D22B	pp	C2	Cytosol
TBC1D23	pp	C2	Cytosol
TBC1D24	pp	C2	Cytosol
TBC1D5	pp	C2	Cytosol
TBC1D9	pp	C2	Cytosol
TBCEL	pp	C2	Cytosol
TBCK	pp	C2	Cytosol
TBKBP1	pp	C2	Cytosol
TCEB3B	pp	C2	Cytosol
TCF19	pp	C2	Cytosol
TCHP	pp	C2	Cytosol
TCN1	pp	C2	Cytosol
TEAD2	pp	C2	Cytosol
TEC	pp	C2	Cytosol
TECPR2	pp	C2	Cytosol
TFCP2	pp	C2	Cytosol
TFCP2L1	pp	C2	Cytosol
TFDP1	pp	C2	Cytosol
TGFBRAP1	pp	C2	Cytosol
TGS1	pp	C2	Cytosol
THG1L	pp	C2	Cytosol
TJP3	pp	C2	Cytosol
TLN2	pp	C2	Cytosol
TMCO6	pp	C2	Cytosol
TMEM125	pp	C2	Cytosol
TMOD2	pp	C2	Cytosol
TNFAIP1	pp	C2	Cytosol
TNFAIP2	pp	C2	Cytosol
TNFAIP8	pp	C2	Cytosol
TNIK	pp	C2	Cytosol
TNKS2	pp	C2	Cytosol
TNPO1	pp	C2	Cytosol
TNPO2	pp	C2	Cytosol
TNPO3	pp	C2	Cytosol
TNXB	pp	C2	Cytosol
TOB1	pp	C2	Cytosol
TOM1	pp	C2	Cytosol
TOX3	pp	C2	Cytosol
TP53BP2	pp	C2	Cytosol
TPGS2	pp	C2	Cytosol
TRAF3	pp	C2	Cytosol
TRAF3IP1	pp	C2	Cytosol
TRAF7	pp	C2	Cytosol
TRAK2	pp	C2	Cytosol
TRAPPC12	pp	C2	Cytosol
TRAPPC9	pp	C2	Cytosol
TRIM15	pp	C2	Cytosol
TRIM2	pp	C2	Cytosol
TRIM23	pp	C2	Cytosol
TRIM25	pp	C2	Cytosol
TRIM31	pp	C2	Cytosol
TRIM37	pp	C2	Cytosol
TRIM45	pp	C2	Cytosol
TRIM46	pp	C2	Cytosol
TRIM7	pp	C2	Cytosol
TRIOBP	pp	C2	Cytosol
TRIT1	pp	C2	Cytosol
TSPYL4	pp	C2	Cytosol
TTC21B	pp	C2	Cytosol
TTC30A	pp	C2	Cytosol
TTC5	pp	C2	Cytosol
TULP4	pp	C2	Cytosol
UBE2S	pp	C2	Cytosol
UBP1	pp	C2	Cytosol
UBQLN1	pp	C2	Cytosol
UBQLN2	pp	C2	Cytosol
UBR1	pp	C2	Cytosol
UBR2	pp	C2	Cytosol
UBR3	pp	C2	Cytosol
UBXN11	pp	C2	Cytosol
UCKL1	pp	C2	Cytosol
UFC1	pp	C2	Cytosol
ULK2	pp	C2	Cytosol
UNC13D	pp	C2	Cytosol
UNC45A	pp	C2	Cytosol
UNKL	pp	C2	Cytosol
URI1	pp	C2	Cytosol
USO1	pp	C2	Cytosol
USP18	pp	C2	Cytosol
USP19	pp	C2	Cytosol
USP2	pp	C2	Cytosol
USP27X	pp	C2	Cytosol
USP35	pp	C2	Cytosol
USP49	pp	C2	Cytosol
USP53	pp	C2	Cytosol
VARS	pp	C2	Cytosol
WASF1	pp	C2	Cytosol
VAV3	pp	C2	Cytosol
WBP5	pp	C2	Cytosol
VDR	pp	C2	Cytosol
WDR13	pp	C2	Cytosol
WDR19	pp	C2	Cytosol
WDR35	pp	C2	Cytosol
WDR47	pp	C2	Cytosol
WDR77	pp	C2	Cytosol
WDR92	pp	C2	Cytosol
WDTC1	pp	C2	Cytosol
VIL1	pp	C2	Cytosol
WNK2	pp	C2	Cytosol
VPS11	pp	C2	Cytosol
VPS16	pp	C2	Cytosol
VPS18	pp	C2	Cytosol
VPS26A	pp	C2	Cytosol
VPS26B	pp	C2	Cytosol
VPS35	pp	C2	Cytosol
VPS39	pp	C2	Cytosol
VPS52	pp	C2	Cytosol
VPS53	pp	C2	Cytosol
VPS54	pp	C2	Cytosol
VPS8	pp	C2	Cytosol
WRAP53	pp	C2	Cytosol
WRAP73	pp	C2	Cytosol
VWA2	pp	C2	Cytosol
WWC3	pp	C2	Cytosol
XPO1	pp	C2	Cytosol
XPO4	pp	C2	Cytosol
XPO5	pp	C2	Cytosol
YTHDF2	pp	C2	Cytosol
YTHDF3	pp	C2	Cytosol
ZCCHC11	pp	C2	Cytosol
ZCCHC2	pp	C2	Cytosol
ZFAND5	pp	C2	Cytosol
ZFYVE21	pp	C2	Cytosol
ZNF511	pp	C2	Cytosol
ZNF571	pp	C2	Cytosol
ZNF804B	pp	C2	Cytosol
ZNF81	pp	C2	Cytosol
ZNRF2	pp	C2	Cytosol
ZRANB1	pp	C2	Cytosol
ZSWIM1	pp	C2	Cytosol
ZSWIM3	pp	C2	Cytosol
ZUFSP	pp	C2	Cytosol
ABCF3	pp	C3	Cytosol
ACAP2	pp	C3	Cytosol
AHSA1	pp	C3	Cytosol
ANKS1A	pp	C3	Cytosol
ARAP1	pp	C3	Cytosol
ARFGAP2	pp	C3	Cytosol
ARFGAP3	pp	C3	Cytosol
ARFGEF1	pp	C3	Cytosol
ARHGAP18	pp	C3	Cytosol
ARHGAP35	pp	C3	Cytosol
ARHGEF10L	pp	C3	Cytosol
ARHGEF16	pp	C3	Cytosol
ARMC6	pp	C3	Cytosol
ATG2B	pp	C3	Cytosol
ATG5	pp	C3	Cytosol
BCAR1	pp	C3	Cytosol
BCAS3	pp	C3	Cytosol
BZW2	pp	C3	Cytosol
C7orf25	pp	C3	Cytosol
C8orf76	pp	C3	Cytosol
CAMKK2	pp	C3	Cytosol
CARD14	pp	C3	Cytosol
CARD16	pp	C3	Cytosol
CARD8	pp	C3	Cytosol
CC2D1A	pp	C3	Cytosol
CDAN1	pp	C3	Cytosol
CDC123	pp	C3	Cytosol
CEP41	pp	C3	Cytosol
CHKA	pp	C3	Cytosol
CHM	pp	C3	Cytosol
CHUK	pp	C3	Cytosol
CTPS2	pp	C3	Cytosol
CTU2	pp	C3	Cytosol
DCLK1	pp	C3	Cytosol
DDX58	pp	C3	Cytosol
DIAPH1	pp	C3	Cytosol
DIAPH2	pp	C3	Cytosol
DNM1	pp	C3	Cytosol
DNM2	pp	C3	Cytosol
ELP4	pp	C3	Cytosol
ERCC6L	pp	C3	Cytosol
ETF1	pp	C3	Cytosol
ETNK2	pp	C3	Cytosol
FAM105B	pp	C3	Cytosol
FAM129B	pp	C3	Cytosol
FBXL16	pp	C3	Cytosol
FBXO9	pp	C3	Cytosol
FNBP1	pp	C3	Cytosol
FUK	pp	C3	Cytosol
GAPVD1	pp	C3	Cytosol
GAREM	pp	C3	Cytosol
GCN1L1	pp	C3	Cytosol
GLMN	pp	C3	Cytosol
GPN1	pp	C3	Cytosol
GPSM1	pp	C3	Cytosol
GUCY1A3	pp	C3	Cytosol
IKBKAP	pp	C3	Cytosol
INPPL1	pp	C3	Cytosol
IPO4	pp	C3	Cytosol
IQCG	pp	C3	Cytosol
IRAK1	pp	C3	Cytosol
IRAK4	pp	C3	Cytosol
IST1	pp	C3	Cytosol
